tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt5600008	short	Love Bites	Love Bites	0	2016	\N	12	Horror,Short
tt5600012	short	Trader Horne: Morning Way Revisited	Trader Horne: Morning Way Revisited	0	2016	\N	21	Documentary,Music,Short
tt5600026	short	Clear Strings	Clear Strings	0	2015	\N	7	Horror,Short
tt5600030	short	Broken Edge	Broken Edge	0	2015	\N	10	Action,Adventure,Crime
tt5600036	short	Vesperlings	Vesperlings	0	2016	\N	\N	Short
tt5600040	short	Big Boss: Night Out	Big Boss: Night Out	0	2016	\N	13	Action,Crime,Mystery
tt5600046	short	Hacks	Hacks	0	2016	\N	\N	Comedy,Short
tt5600112	short	The New Year	The New Year	0	2016	\N	24	Drama,Horror,Sci-Fi
tt5600272	short	From Krsan to Peroj	Od Krsana do Peroja	0	2015	\N	7	Documentary,Music,Short
tt5600302	short	Nor'easter	Nor'easter	0	2015	\N	19	Drama,Family,Short
tt5600312	short	Nocturnal	Nocturnal	0	2014	\N	\N	Short,Thriller
tt5600330	short	Endless Night	Endless Night	0	2015	\N	7	Animation,Short
tt5600348	short	Haunt	Haunt	0	2016	\N	7	Drama,Romance,Short
tt5600422	short	Life & Art Entangled	Life & Art Entangled	0	2016	\N	18	Biography,Documentary,Short
tt5600452	short	How to Survive a Zombie Apocalypse	How to Survive a Zombie Apocalypse	0	2011	\N	3	Comedy,Short
tt5600476	short	The Women Who Were Never There	The Women Who Were Never There	0	2016	\N	23	Drama,History,Short
tt5600484	short	Fairy Face	Fairy Face	0	\N	\N	\N	Drama,Short
tt5600506	short	Goodman	Goodman	0	2016	\N	\N	Drama,Short
tt5600550	short	Welcome to America	Welcome to America	0	2016	\N	11	Drama,Short
tt5600552	short	A Knock at the Door	A Knock at the Door	0	2016	\N	13	Drama,Short
tt5600558	short	Edge of the Pier	Edge of the Pier	0	2017	\N	16	Drama,Short
tt5600560	short	Love Seat	Love Seat	0	2016	\N	5	Comedy,Drama,Romance
tt5600562	short	ANYWHERE, U.S.A.	ANYWHERE, U.S.A.	0	2016	\N	10	Comedy,Short,Thriller
tt5600566	short	Erased	Erased	0	2015	\N	6	Drama,Short,Thriller
tt5600568	short	Fortuity	Fortuity	0	2016	\N	10	Drama,Short
tt5600570	short	Beautiful Lust	Beautiful Lust	0	2015	\N	20	Comedy,Crime,Drama
tt5600572	short	Birthday Surprise	Birthday Surprise	0	2016	\N	17	Drama,Romance,Short
tt5600574	short	Paper Daddy	Paper Daddy	0	2016	\N	17	Comedy,Drama,Short
tt5600576	short	Sole Addiction	Sole Addiction	0	2018	\N	20	Comedy,Drama,Short
tt5600580	short	Unexplainable	Unexplainable	0	2016	\N	12	Family,Mystery,Sci-Fi
tt5600590	short	Fast Cuts	Fast Cuts	0	2016	\N	\N	Mystery,Short,Thriller
tt5600594	short	Ella es mi mamá	Ella es mi mamá	0	2015	\N	\N	Documentary,Short
tt5600648	short	Mercy	Mercy	0	\N	\N	\N	Short,Thriller
tt5600666	short	Animal Kingdom	Animal Kingdom	0	2016	\N	7	Comedy,Drama,Short
tt5600690	short	Concealed	Concealed	0	2016	\N	5	Short,Thriller
tt5600696	short	My Forelove	My Forelove	0	2016	\N	\N	Short
tt5600702	short	The Fixing	The Fixing	0	2016	\N	25	Comedy,Drama,Short
tt5600704	short	Fashionably Dead	Fashionably Dead	0	2016	\N	8	Short,Thriller
tt5600708	short	Tim	Tim	0	2016	\N	\N	Short
tt5600742	short	Sam	Sam	0	2016	\N	12	Drama,Romance,Short
