nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0170000	David Coigward	\N	\N	art_department	\N
nm0170001	Marvin Coil	1912	1994	editorial_department,producer,editor	tt0052451,tt0071007,tt0061263,tt0038905
nm0170002	Jean Coilbault	\N	\N	camera_department	tt0214335,tt0060860,tt0166423,tt0169502
nm0170003	James R. Coile	\N	\N	actor	tt0090213
nm0170004	Marianne Coillot	\N	\N	actress	tt0110819
nm0170006	Américo Coimbra	1935	\N	actor,costume_designer,producer	tt0062032,tt0060250,tt0067880,tt0057913
nm0170007	Armando Coimbra	\N	\N	sound_department	tt0498441,tt0121168,tt0121081,tt0085098
nm0170008	Arnaldo Coimbra	\N	\N	director,actor,producer	tt0128270,tt0016846,tt0016704,tt0129302
nm0170009	Carlos Coimbra	1925	2007	editor,writer,director	tt0184619,tt0184659,tt0184884,tt0184902
nm0170010	Ely Coimbra	1942	1998	actor	tt0334200,tt0186250
nm0170011	Fernanda Coimbra	1903	1991	actress	tt0072039,tt0065629,tt0088511,tt0057315
nm0170012	José Luís Coimbra	\N	\N	camera_department	tt0793413,tt0169482
nm0170013	Lourdes Coimbra	\N	\N	actress	tt0138265,tt0077452,tt0201421,tt0425008
nm0170014	Rachel Coimbra	\N	\N	actress	tt0260634
nm0170015	Abelardo 'Chino' Coimbre	\N	\N	actor	tt0106923
nm0170016	Marc Coin	\N	\N	actor	tt0104830,tt0864918
nm0170017	Maria Coin	\N	\N	actress	tt0104008
nm0170018	Magnus Coinberg	\N	\N	producer,camera_department	tt0117212,tt11945412,tt15262696,tt7534376
nm0170020	James Coine	\N	\N	actor	tt0092804
nm0170021	Jean Coinel	\N	\N	costume_department	tt0997268,tt1962942,tt0167565,tt0104505
nm0170022	Helen R. Coiner	\N	\N	costume_department	tt0120701,tt0106126
nm0170023	John Coinman	\N	\N	actor,composer	tt0119925,tt1692219,tt1362163,tt0084723
nm0170024	John J. Coinman	\N	\N	soundtrack,actor,music_department	tt0119925,tt0133752,tt0460777,tt0099348
nm0170025	Odile Cointepas	\N	\N	actress	tt0098596,tt0095008,tt0077941
nm0170026	Patricia Cointot	\N	\N	casting_department,casting_director	tt0386139,tt0100102,tt1055436,tt0096658
nm0170027	Antony Cointre	\N	\N	actor	tt6960736,tt15372110,tt0108290
nm0170028	Agathe Cointreau	\N	\N	actress	tt0088717
nm0170029	Jean Cointreau	\N	\N	actor	tt0088776
nm0170030	Jorge Coira	1971	\N	director,writer,editor	tt3169770,tt8337662,tt1671616,tt0451530
nm0170031	Innocenza Coiro	\N	\N	costume_designer,costume_department	tt0141782,tt0212725,tt0119120,tt0340685
nm0170032	Pete Coiro	\N	\N	special_effects	tt0103522,tt0085387
nm0170033	Senne Cois	\N	\N	actor	tt0070011
