nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1670000	Feruza	\N	\N	actor	tt0071801
nm1670001	László Fettik	\N	\N	actor	tt0158594
nm1670002	Alfred Feussner	\N	\N	actor	tt0063906,tt2931310,tt2931324
nm1670003	Rudolfo Fiche	\N	\N		tt0418650
nm1670004	Bernard Fiscus	\N	\N	actor	tt1276383,tt0418690,tt1474568,tt0425166
nm1670005	Atilano Flaco	\N	\N	actor	tt0399862
nm1670006	Marco Flaco	\N	\N	stunts,actor	tt0399862,tt0811124
nm1670007	Magnus Fleischman	\N	\N	actor	tt0412015
nm1670008	Denny Flogstad	\N	\N	actor	tt0330989
nm1670009	Maciej Florek	\N	\N	actor,art_department	tt3875306,tt4444348,tt1385901,tt0380779
nm1670010	W.R. Floyd	\N	\N	actor	tt0000557
nm1670011	Scott Fogg	\N	\N	writer,actor,sound_department	tt0416478,tt0871016,tt3247920,tt1034375
nm1670012	Niels Lykkegaard Fogt	\N	\N		tt0370128
nm1670013	Mitch Follett	\N	\N	actor	tt0315312
nm1670014	Nick Fondulis	\N	\N	actor,miscellaneous	tt0496424,tt2699110,tt4270492,tt4474344
nm1670015	W. Fontinelle	\N	\N	actor	tt0433137,tt0483676,tt0221252,tt0419171
nm1670016	Angel Forcado	\N	\N	actor	tt0404858
nm1670017	Melbourne Ford	1910	1978	actor	tt0028555
nm1670018	Formiga	1930	\N		tt0420066
nm1670019	Iro Fragioudaki	\N	\N	actress	tt0819823,tt0418423
nm1670021	Wilfred Franks	1908	2003	actor	tt0422473,tt0418061
nm1670022	Alejandro Franov	\N	\N	actor,composer,music_department	tt2107749,tt10815036,tt3460184,tt1517238
nm1670023	Candy Fraye	\N	\N		tt0414617
nm1670024	Luciano Freitas	\N	\N	actor	tt0419684
nm1670025	Heinz Frellesen	\N	\N	actor	tt0373942
nm1670026	Dennis Frentsos	\N	\N		tt0285335
nm1670027	Vasil Fridrich	1976	\N	actor	tt10990782,tt11523872,tt5976538,tt4568328
nm1670028	Bruce Friedrich	1969	\N	producer,writer,director	tt2572054,tt1667843,tt2359814,tt6698158
nm1670029	Rupert Friend	1981	\N	actor,producer,writer	tt2679042,tt0414387,tt4686844,tt0962736
nm1670030	Felipe Fuentes	\N	\N	actor	tt0420065
nm1670031	Steen Fugleberg	\N	\N		tt0418997
nm1670032	Kumiko Fuji	\N	\N	actress	tt0420050,tt2727272
nm1670033	Shu Fujimoto	\N	\N	writer,assistant_director	tt0335266,tt0419925,tt1637681
nm1670034	Don Fulano	\N	\N	actor	tt0008798,tt0330090
nm1670035	Fur Patrol	\N	\N		tt0290388
nm1670036	Haehiko Fuyuki	\N	\N	actor	tt20233124,tt1091776,tt0373708,tt0035319
nm1670037	Chris Gabbitas	\N	\N	actor	tt3451982,tt0374314
nm1670038	Rich Gaccione	\N	\N	actor	tt0410757
nm1670039	Mike Gadsby	\N	\N	actor	tt0419920
nm1670040	Fernando Gaillard	\N	\N	actor	tt0262830
nm1670041	Rémi Gaillard	\N	\N	actor,miscellaneous,director	tt3398868,tt0417041,tt8775484
nm1670042	Ramez Galal	\N	\N	actor	tt1436386,tt0418458,tt0419482,tt1974362
nm1670043	Graziano Galàtone	\N	\N	actor	tt0420024,tt1523389,tt0204098
nm1670044	Matías Gandolfo	\N	\N	actor	tt0106981,tt4648414
nm1670045	Haykuhi Garagash	\N	\N	actress	tt0361725,tt0202810,tt0363736,tt0414208
nm1670046	Joe Garambone	\N	\N	actor	tt0410757
nm1670047	H. Garbuzyan	\N	\N	actor	tt0414208
nm1670048	Fred Garver	\N	\N	actor	tt0089994,tt0275667,tt0420165,tt0063951
nm1670049	Gunnar Garstad	\N	\N	actor	tt0217070
nm1670050	Fernando Gassols	\N	\N	actor	tt0224931
nm1670051	Gabby Gaze	\N	\N	actor	tt0263682
nm1670052	Iulian Geanta	\N	\N	actor	tt0419713
nm1670053	Mogens Gebbel	\N	\N		tt0366400
nm1670054	Ewout Genemans	1985	\N	actor,miscellaneous,writer	tt4123656,tt0320886,tt0419385,tt0436986
nm1670055	Donovan Geraldine	\N	\N	actor	tt0416063
nm1670057	V. Gevoev	\N	\N	actor	tt0414286
nm1670058	T. Gevorgyan	\N	\N	actor	tt0363800,tt0419155
nm1670059	Henry Geywu	\N	\N	actor	tt0382412
nm1670060	A. Gharibjanyan	\N	\N	actor	tt0414090
nm1670061	D. Ghazaryan	\N	\N	actor	tt0414090
nm1670062	H. Ghazaryan	\N	\N	actor	tt0084002,tt0414286
nm1670063	Gheivu	\N	\N	actor	tt0255120
nm1670064	Topan Ghosh	\N	\N		\N
nm1670065	Krzysztof Gieraltowski	1938	\N	writer	tt0420078
nm1670066	Arthur Gigan	\N	\N	actor	tt0274155
nm1670067	Desi Girard	\N	\N	actor	tt0418704
nm1670068	Radheshavam Giri	\N	\N	actor	tt0255120
nm1670069	Josiah Gladwell	\N	\N	composer	tt0374314
nm1670070	Alex Glenfield	\N	\N	actor,music_department,miscellaneous	tt4244998,tt0313671,tt1086064
nm1670071	Waldemar Gluchowski	1955	\N	actor	tt0168935,tt0373575
nm1670072	István Gmoser	\N	\N	actor	tt0158594
nm1670073	Fabien Goffinet	\N	\N	actor	tt0390309
nm1670074	A. Golovin	\N	\N	actor	tt0363733
nm1670075	Alvaro Gomes	\N	\N	actor	tt0419747
nm1670076	Eronides Gomes	\N	\N	actor	tt0197819
nm1670077	Jeff Goodmanson	\N	\N	actor	tt0418709
nm1670078	Lou Gorman	1929	2011		tt0385565
nm1670079	Ikki Goto	\N	\N	actor	tt0363226
nm1670080	Shimpei Goto	\N	\N	actor	tt0419721
nm1670081	Michael Gottschall	\N	\N	actor	tt0162662,tt0246197
nm1670082	Hans-Dieter Grabe	1937	\N	director,writer,cinematographer	tt0419711,tt0419694,tt0420027,tt0419731
nm1670083	Stéphane Grandaut	\N	\N	actor	tt0417041
nm1670084	Jeffrey Grossi	\N	\N	actor	tt0090849
nm1670085	Ferreira Graça	\N	\N	actor	tt0197819
nm1670086	Great Big Sea	\N	\N	soundtrack,music_department	tt0120824,tt0473705,tt1297754
nm1670087	Pumpsie Green	1933	2019		tt1471847,tt0385565
nm1670088	Derek Greene	\N	\N	actor	tt0364961
nm1670089	Francis V. Greene	\N	\N		tt0418953,tt0216524
nm1670090	Zambia Greene	\N	\N	actor	tt0410757
nm1670091	Jared Greenhouse	\N	\N	actor,miscellaneous	tt0410757,tt1358128
nm1670093	Gyula Grosics	1926	2014	actor	tt3235678,tt4779542,tt0131797,tt0791600
nm1670094	Lefty Grove	1900	1975		\N
nm1670095	Idar Grøtte	\N	\N	actor	tt0217070
nm1670096	Lenny Gudansky	\N	\N	actor	tt0418742
nm1670097	Maciej Gudowski	1955	\N	actor	tt0257255,tt8563028
nm1670098	Craig Guenther	\N	\N	actor	tt0067551,tt0065286,tt0058801,tt0068135
nm1670099	Adamastor Guerra	\N	\N	actor	tt0419747
nm1670100	Wilson Guerrero	\N	\N	actor,sound_department	tt0390221,tt2758950,tt1583251,tt1244387
nm1670101	Marco Guerzoni	\N	\N	actor,music_department,miscellaneous	tt0420024,tt5181856
nm1670102	Samuel Guillemin	\N	\N	actor	tt12012084,tt12012006,tt0420097
nm1670103	Bobby on Bass Guitar	\N	\N		tt0414617
nm1670104	L. Gulyan	\N	\N	actor	tt0363736
nm1670105	Eugeniusz Gumula	\N	\N	actor	tt0380779
nm1670106	Larry Yapuma Gurruwiwi	\N	\N	actor	tt0402299,tt2783114
nm1670107	Danny Guthrie	\N	\N	actor	tt0036611
nm1670108	The Stunned Guys	\N	\N		tt0420012,tt0430822
nm1670109	Erik Haaest	\N	\N		tt0366599,tt21242728
nm1670110	Shiraine Haas	\N	\N	actress,casting_department,stunts	tt0368578,tt4465564,tt4477536,tt0118480
nm1670111	Marinos Hatzivasileiou	\N	\N	actor,writer,miscellaneous	tt0295366,tt4126686,tt5640278,tt0246268
nm1670112	Lance Hahn	1967	2007	actor,composer,music_department	tt0363986,tt0122804
nm1670113	Zeljko Hajndl	\N	\N	actor	tt0088489
nm1670114	Lawrence Haliburton	\N	\N	actor	tt0418688
nm1670115	Praveen Halkani	\N	\N	actor	tt0255120
nm1670116	Marcel Hammad	\N	\N	actor	tt0416920,tt0474180,tt4681576
nm1670117	Jeong-su Han	\N	\N	actor	tt0339824,tt4846958,tt0419730,tt0923714
nm1670118	Arthur Hanich	\N	\N	actor	tt0410757
nm1670119	Jeff Hannum	\N	\N	actor	tt0419962
nm1670120	Lars G. Hansen	\N	\N		tt0373321
nm1670121	Rachel Harcourt	\N	\N	actor	tt0874921,tt0420098
nm1670122	Brandon Harland	\N	\N	actor	tt0385560,tt0341564
nm1670123	Adolph Harrell	\N	\N	actor	tt0418180
nm1670124	Wayne Hart	\N	\N	actor	tt0418451,tt1338564
nm1670125	Kôji Hashimichi	\N	\N	actor	tt0189284
nm1670126	Rob Haswell	1971	\N	actor	tt5885450,tt0346504
nm1670127	Jody Haucke	\N	\N	actor,miscellaneous	tt0996913,tt2205589,tt1619016,tt2071491
nm1670128	Seppo Haukijärvi	1937	\N	actor,director	tt1448549,tt1933235,tt0412231,tt1468064
nm1670129	Randy Havens	\N	\N	actor	tt3741700,tt7401588,tt4574334,tt2543312
nm1670130	Hawazzudin	\N	\N	actor	tt0255120
nm1670131	Rachel Marie Hawley	\N	\N	actor	tt0281360
nm1670132	Sikander Hayal	\N	\N		tt0418997
nm1670133	Robert R. Hazelwood	\N	\N	actor	tt3484128,tt0421967,tt0420047,tt5289184
nm1670134	Stig Hedegaard	\N	\N		tt0418997
nm1670135	Jesper Helsø	\N	\N		tt0418774,tt0320016
nm1670136	Emil Helt	\N	\N	actor	tt0287624,tt4662716,tt0337697,tt0427415
nm1670137	Georgie Henley	1995	\N	actress,director,writer	tt0980970,tt2027231,tt0363771,tt0499448
nm1670140	Hershy	\N	\N		tt0414617
nm1670142	Lechoslaw Herz	1935	\N	actor	tt0401049,tt0140774,tt0055390
nm1670143	Lars Heslet	\N	\N		tt0419231
nm1670144	Tommy Hesselbjerg	\N	\N		tt0370128
nm1670145	Orlando Hicks	1870	1947	actor	tt0420244,tt0434234,tt0413789,tt0414523
nm1670146	Yûji Azuma	\N	\N	actor	tt1204373,tt1204364,tt9070710,tt3785006
nm1670147	David Higginbotham	\N	\N	actor	tt0193706
nm1670148	Akira Hiki	\N	\N	actor	tt0373708
nm1670149	Toshiyasu Hiyoshi	\N	\N	actor	tt0430353,tt4306036,tt5267664,tt4306024
nm1670150	Yusuke Hikichi	\N	\N	actor	tt0413471
nm1670151	Robert Hildreth	\N	\N	actor	tt0416178
nm1670152	Juan Porras Hincapie	\N	\N	actor	tt0390221
nm1670153	Lawrence R. Hinken	\N	\N	actor	tt0418709
nm1670154	Poul Hjortbøl	\N	\N		tt0418736
nm1670155	Omar Hogben	\N	\N	actor	tt0329490,tt0361399,tt0315312
nm1670156	Jerzy Hojda	\N	\N	actor	tt0081799,tt0400982,tt8738964
nm1670157	Willy Hollenga	\N	\N	actor	tt0030927,tt0048812
nm1670158	Alix Holleschau	\N	\N	actor	tt0417550
nm1670159	Gladys Hollyfield	\N	\N	actor	tt0092216
nm1670160	Jin Homma	\N	\N	actor	tt0419821
nm1670161	Ad Hooykaas	\N	\N	actor	tt0415329
nm1670162	Olivia Hormigón	\N	\N	actress	tt0107988
nm1670163	Josiah Hornblower	1975	\N		tt0342143
nm1670164	Blue Knot the Horse	\N	\N		tt0418563
nm1670165	Mauro Horta	\N	\N	actor	tt1459990,tt4566846,tt0831904,tt0419684
nm1670166	Salem Houssine	\N	\N	actor	tt0102130
nm1670167	T. Hovakimyan	\N	\N	actor	tt0414286
nm1670168	Lance Hudes	\N	\N		tt0285335
nm1670169	Aryah Hudgins	\N	\N	actor	tt0420098
nm1670170	Tex Hughson	1916	1993		\N
nm1670171	Erik Hultqvist	\N	\N	actor	tt0375100
nm1670172	Brit Hume	1943	\N	writer	tt0079402,tt1407969,tt12792560,tt0184090
nm1670173	The Modern Humorist	\N	\N	actor	tt0405520,tt0830356,tt0488915,tt0441716
nm1670174	Bruce Hurst	1958	\N		tt0458245,tt0756562,tt1020929,tt1227220
nm1670175	Paul Hurstfield	\N	\N	actor,producer	tt3161916,tt0419677,tt0991005,tt6129190
nm1670176	Mart Husan	\N	\N	actor	tt0419576
nm1670177	Leo Hussain	\N	\N	music_department,actor	tt0496406,tt21221488,tt5568120,tt6952826
nm1670178	Guillaume Hussenot	\N	\N	actor	tt0419140
nm1670179	Pauline Yuk-Wan Wong	\N	\N	actress	tt0122025,tt0100985,tt0093015,tt2359069
nm1670180	Summer Hyde	\N	\N	actor	tt0295236
nm1670181	Torstein Bugge Høverstad	\N	\N	actor,writer,miscellaneous	tt0122180,tt0903624,tt8554756,tt14064248
nm1670182	Juan Ibarra	\N	\N	actor	tt0106811,tt0107710,tt0200990,tt0426225
nm1670183	Jonathan Ibbotson	\N	\N	actor	tt0345061
nm1670184	Khalil Idrissi	\N	\N		tt0418652
nm1670185	Xander the Iguana	\N	\N		tt0420329
nm1670186	Aleksey Igudesman	\N	\N	music_department,soundtrack,actor	tt1210819,tt3062096,tt0988045,tt1515091
nm1670187	Shinichi Ikeda	\N	\N	actor	tt0419821
nm1670188	Ikoshin	\N	\N	actor	tt0419821
nm1670189	Akiko Ikuina	1968	\N	actress	tt0439373,tt0780957,tt0780956,tt2295861
nm1670190	Dennis Inman	\N	\N	actor	tt0262462
nm1670191	Pavlos Ioanidis	\N	\N	actor	tt0410757
nm1670192	Tenkai Ira	\N	\N	actor	tt0373708
nm1670193	Jorge Irrazábal	\N	\N	actor	tt0404858
nm1670196	Shawn Ishimoto	\N	\N	actor	tt0419648
nm1670197	Budimir Ivanovic	\N	\N	actor	tt0214368,tt0075162
nm1670198	Michael Jacksy	\N	\N	actor	tt0418709
nm1670199	Gustavo Jaibar	1962	\N	actor	tt0349005,tt0409581
nm1670200	Dejan Jajcanin	\N	\N	actor	tt2811546,tt0420341,tt4088352
nm1670201	Lacika Jakab	\N	\N	actor	tt0414073
nm1670202	Anders Jallai	1960	\N	miscellaneous	tt0419668
nm1670203	S. Janibekyan	\N	\N	actor	tt0414286
nm1670204	Ben Wettervogel	1961	2015	actor	tt1494915,tt0369122,tt0806910,tt0486535
nm1670205	Vedran Janus	\N	\N	actor	tt0278814
nm1670206	Euclides Jardim	\N	\N	actor	tt0419747
nm1670207	Jim Jarlman	\N	\N		tt0418997
nm1670208	Jonas Jarlman	\N	\N		tt0418997
nm1670209	Jateen	\N	\N	actor	tt0357811
nm1670210	Jumiel Javier	\N	\N	actor	tt0339079
nm1670211	Kazimierz Jaworski	1931	1984	actor	tt0430605,tt0088253
nm1670212	François-Xavier Jeanmart	\N	\N	actor	tt0068479
nm1670213	Renaud Jeanmart	\N	\N	actor	tt0068479
nm1670214	Paul Jeans	1951	2011	actor,miscellaneous	tt0418704,tt0182890,tt1570987,tt0452046
nm1670215	Curtis Jewell	\N	\N	producer,actor,miscellaneous	tt2261817,tt0383166,tt9814876,tt8202956
nm1670216	Tian Jian	\N	\N	actor	tt0195256
nm1670217	Klavs V. Johansen	\N	\N		tt0419182
nm1670218	Makannen Johnson	\N	\N	actor	tt0420098
nm1670219	Sasa Joksimovic	1981	\N	actor,producer	tt0382487,tt1875702,tt1908027,tt8737152
nm1670220	Antti Jomppanen	\N	\N	actor	tt0213887
nm1670221	Olavi Jomppanen	\N	\N	actor	tt0213887
nm1670222	Veikko Jomppanen	\N	\N	actor	tt0213887
nm1670223	Sirone Jones	1940	2009	actor,composer	tt0896667,tt0349047,tt0403755,tt11102978
nm1670224	Jackie de Jong	\N	\N	actor	tt0030924
nm1670225	Jaroslav Josef	\N	\N	actor	tt0412500
nm1670226	Claudio José	\N	\N	actor	tt0199306,tt0291625
nm1670227	Jean M. Joubert	\N	\N	actor	tt0315312
nm1670228	Julian Joubert	\N	\N	actor	tt0315312
nm1670229	James W. Judd	\N	\N	actor	tt0408271
nm1670230	Hans-Henning Judek	\N	\N	actor	tt0413982
nm1670231	Eric Jugueta	\N	\N	actor	tt0418093
nm1670232	Christoph Jungmann	1962	\N	actor,producer	tt5212084,tt1801809,tt9222740,tt0806910
nm1670233	Brad Jurjens	1976	\N	actor,director,writer	tt1314196,tt0928372,tt3103620,tt1152401
nm1670234	Juanfra Juárez	\N	\N	actor	tt5827790,tt1654082,tt4136774,tt21194996
nm1670235	Eskil Jönsson	\N	\N	actor	tt1278180,tt0078084
