nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm2270000	Maria Luisa Pappalardo	\N	\N	producer	tt1439228,tt0804910
nm2270001	Gideon Breidegam	\N	\N	composer	tt0805522
nm2270002	Carl Jewitt	\N	\N	actor	tt0803070
nm2270003	Russell Klyne	\N	\N	soundtrack	tt0108756,tt0803756
nm2270004	Elsa Brita Marcussen	\N	\N	writer	tt0801329
nm2270005	Eryk Elliot	\N	\N	actor	tt1152351,tt1175308,tt0804462,tt1058532
nm2270006	Tom MaCoy	\N	\N	camera_department,cinematographer,editor	tt9296590,tt3039076,tt0993747,tt2302743
nm2270007	Nicole Nickson	\N	\N	actress	tt0801508
nm2270008	S. Sinha	\N	\N		\N
nm2270009	Jocelyn Shiraz	\N	\N	actress	tt0813389,tt0923922,tt12794140,tt13569400
nm2270010	Jason LaBarge	\N	\N	director,writer,camera_department	tt6710186,tt6710550,tt0801007,tt13101460
nm2270011	Özgür Çubukçu	\N	\N	camera_department	tt0499168,tt12694140,tt5165824,tt8578422
nm2270012	Ralph Rogers Trio	\N	\N	actor	tt0071772
nm2270013	Carol Price	\N	\N	visual_effects	tt0492460
nm2270015	Ramon Quer	\N	\N	actor	tt0807023
nm2270016	Laura Wiggins	1988	\N	actress,soundtrack	tt0926063,tt4385888,tt0498381,tt2660734
nm2270017	Damon Thomas	\N	\N	director,producer,writer	tt9139220,tt7016936,tt2303367,tt0944317
nm2270018	Itsuki Komazawa	\N	\N	actress	tt0803021
nm2270019	Helene Caplice	\N	\N	actress	tt0307376
nm2270020	Tania Ortega-Cowan	\N	\N		tt0801009
nm2270021	Masanori Takei	\N	\N	miscellaneous	tt0437828,tt1378177,tt1230129,tt0810021
nm2270022	Keiichi Ishiyama	\N	\N	miscellaneous,producer,actor	tt3303446,tt1636815,tt4954660,tt5692622
nm2270023	Lara Peck-Conkey	\N	\N	location_management	tt0119188
nm2270024	Patrick Sullivan	\N	\N	location_management,script_department	tt0494268
nm2270026	Martin Heigan	\N	\N	animation_department,visual_effects,art_department	tt0195994,tt1822239,tt1911662,tt8038720
nm2270027	Joe Vaccariello	\N	\N	actor	tt7286162,tt9218168,tt0803010
nm2270028	Vivette Galy	\N	\N	actress	tt0275822,tt0168325,tt0327424,tt0167620
nm2270029	Lachlan Mackay	1983	\N	art_director,camera_department	tt0801506,tt8429842
nm2270030	Bruce John Dickinson	\N	\N		tt0258365,tt0139803
nm2270032	David Saville	\N	\N	actor	tt0445642,tt1073128
nm2270033	Raegan Klein	\N	\N	actress	tt0445642
nm2270034	Aman Sagar	\N	\N	actor	tt0805331,tt4332768,tt0133024,tt3848070
nm2270035	Ines Scheibe	\N	\N		tt0791376
nm2270036	Célita	\N	\N	actress	tt0207308,tt0275822
nm2270037	Jon St. Laurent	\N	\N	camera_department	tt0093115
nm2270038	Dixie Locke Emmons	1938	\N		tt5955168,tt1274720,tt0804224,tt0959560
nm2270039	Oliver Drücks	\N	\N	actor	tt0806174
nm2270040	Zoe Duval	\N	\N	actress	tt0806800
nm2270041	Mr. Collipark	\N	\N	soundtrack,composer,music_department	tt0393162,tt0411061,tt0491152,tt1408253
nm2270042	Rocco Trotta	\N	\N	producer	tt0804465
nm2270043	Hugo Tourita	1973	\N	actor	tt1454603,tt1024882,tt15113010,tt1206485
nm2270044	Rupi Lal	1982	\N	actor	tt0241383,tt0217177,tt19788500
nm2270045	Alison Rinehart	\N	\N	actress	tt0084967
nm2270046	Charles G. Wilbur	\N	\N	miscellaneous	tt0060135
nm2270047	Shannon Lowry	\N	\N	assistant_director	tt0475319
nm2270048	John Polaschek	\N	\N	camera_department	tt0119188
nm2270049	Kevin Myers	\N	\N	actor,writer	tt0805442,tt0432680,tt1253584,tt1458632
nm2270050	M.J. White	1969	\N	production_manager,miscellaneous,actor	tt1210102,tt11565614,tt1151340,tt1145160
nm2270051	Nico Out	\N	\N	miscellaneous,art_department	tt0930715,tt0397783,tt0202922,tt0497868
nm2270055	Kevin Dorian	\N	\N	actor,cinematographer,assistant_director	tt1772321,tt1586680,tt1230215,tt0460091
nm2270056	Suzanne Hayes	\N	\N	producer	tt0802996
nm2270057	Joaquim Malé	\N	\N		tt0799694
nm2270058	Ana Maria Latoja	\N	\N	make_up_department	tt0806162
nm2270059	Saverio Pugliese	\N	\N		tt0296361,tt2331482,tt0853060
nm2270060	Daniella Wade	\N	\N	actress	tt0804428
nm2270061	Motohiro Tsuzuki	\N	\N	miscellaneous	tt2015348,tt8558306,tt3814634,tt10562854
nm2270062	Yasuharu Fuchi	\N	\N	visual_effects,animation_department,art_department	tt0426569,tt0993781,tt0896567,tt0475258
nm2270063	Larry McNeil	\N	\N	producer	tt0805337
nm2270064	Thomas Behrens	\N	\N	actor	tt0087214
nm2270066	Frank Aquila	\N	\N	actor	tt0806015
nm2270067	George McQuilken	\N	\N	actor	tt0246031
nm2270068	Katharina Gallego	\N	\N		tt0489419
nm2270069	Ramnath Shetty	\N	\N	cinematographer	tt0887769,tt4321914,tt2122413,tt0805485
nm2270070	Jerry Faragalli	\N	\N	actor	tt0803873
nm2270071	Baomin Wang	\N	\N	director,writer,producer	tt0806105,tt0121273,tt13315710
nm2270072	Jayesh Laitha	\N	\N	sound_department	tt0433426
nm2270073	Elaine Wang	\N	\N	actress	tt4908174,tt4328624,tt2310163
nm2270074	Cheng Kai Chung	\N	\N	actor,art_department	tt0369060,tt6083388,tt0116464
nm2270075	Terauchi Aritomo	\N	\N	actress	tt0806078
nm2270076	Diana Meffert	\N	\N	actress,miscellaneous	tt0806121
nm2270077	Guy Veserdem	\N	\N		tt0804161
nm2270078	Ruben Zarbabyan	\N	\N	editor	tt0805416
nm2270079	Dorin Munir	\N	\N	actress	tt0476643
nm2270080	Anna Deutsch	\N	\N	director,editor	tt1323922,tt0806097
nm2270081	Peter Seward	\N	\N	camera_department	tt0119188
nm2270082	Lauren Paige Harris	\N	\N	actress	tt0496349
nm2270083	Anya Watroba	\N	\N	writer,producer,production_designer	tt2518380,tt0801821,tt3457372,tt5928744
nm2270084	Derrick Gaffney	1955	\N		tt0407423,tt0065323,tt0407424,tt1667056
nm2270085	Thomas Hayes	\N	\N	actor	tt0801827
nm2270086	Francis Impe	\N	\N	actor,miscellaneous	tt0091446
nm2270087	Bisi Ibidapo	\N	\N	actress	tt0968340,tt1545760,tt1082147,tt0806665
nm2270088	Pramood Panday	\N	\N	cinematographer	tt0805331
nm2270089	Larry Leax	\N	\N		tt0805330
nm2270090	Ireti Osayemi	\N	\N	actress	tt16539166,tt12170640,tt17063140,tt7268734
nm2270091	Jill Weiss	\N	\N	actress	tt0806057
nm2270092	Andy Gamble	\N	\N	cinematographer,editor,producer	tt12895050,tt0806048
nm2270093	Michael Ackermann	\N	\N		tt0803044
nm2270094	Tracy Daniels	\N	\N	actress,writer	tt0804244,tt1342197,tt1186732,tt1228674
nm2270095	Elizabeth	\N	\N	actress	tt0806197
nm2270098	Anthony Ilacqua	1972	\N	writer,actor,director	tt4221856,tt2069898,tt1484105,tt3829088
nm2270099	Tanisha Flowers	\N	\N	make_up_department,actress	tt1683051,tt2076940,tt0805510,tt1798627
nm2270100	Tatyana Beloy	1985	\N	actress,director,writer	tt3673990,tt0235139,tt1568340,tt0306413
nm2270101	Katrina Nazzal	\N	\N	actress,editorial_department,producer	tt1344826,tt0468529,tt0814037
nm2270102	Haroon Yashayayi	\N	\N	producer	tt0121973,tt0122186,tt0099492,tt1313108
nm2270103	Victoria Page	\N	\N	director,producer	tt9578426,tt1245423,tt2296085,tt0844203
nm2270104	Nino Mantere	\N	\N	actor	tt0445498
nm2270105	Heidrun Gopfert	\N	\N	actress	tt0804227
nm2270106	Christian	\N	\N	actor	tt0431020,tt0462406,tt0462524
nm2270107	Jens Breum	\N	\N	actor	tt1198085,tt21635124,tt15807560,tt0807051
nm2270108	Patricia Ganzow	\N	\N	actress	tt0087214
nm2270110	Dave McClelland	\N	\N	actor	tt0805872,tt10091298,tt1718898,tt2629528
nm2270111	Antoine Férey	1993	\N	actor	tt5671218,tt6524142,tt9800670,tt0360259
nm2270112	Michael Gorospe	\N	\N	animation_department,visual_effects,production_designer	tt4622340,tt0278866,tt21000948,tt1350484
nm2270113	Joachim Herzog	\N	\N	costume_designer	tt0141629,tt0806205,tt0254493,tt0179674
nm2270114	Nikolaus Heidelbach	1955	\N		tt5454638,tt0783647
nm2270115	Natalia Martinez Santiago	\N	\N	art_department	tt0376136,tt1234548,tt2364841,tt4154916
nm2270116	Patrick Montello	\N	\N	actor	tt1237875,tt0804368,tt1225287
nm2270117	Siobain Ryan	\N	\N	editor	tt0803090
nm2270118	Charles Nero	\N	\N		tt0806051
nm2270120	Kanayo Onwurah	\N	\N	assistant_director	tt0180563
nm2270121	Sunita Jain	\N	\N		\N
nm2270122	Mark B. Richman	\N	\N		tt0385278
nm2270124	Silvia Ribe	\N	\N	actress	tt0479354
nm2270125	Pamela Peak	\N	\N	producer,director,writer	tt0806045,tt1367296
nm2270126	Ted Budney	1936	1960	actor	tt0044230,tt0052516,tt0051292
nm2270127	Stacey Ayana Rasch-Olsen	\N	\N	actress,soundtrack	tt0139803,tt0348155,tt0399317
nm2270128	Kari-Michael Helava	\N	\N	miscellaneous,actor	tt4209788,tt0360556,tt11712058,tt5580390
nm2270129	Donna Jane Marshall	\N	\N	location_management	tt0403603
nm2270130	Nancy Updike	\N	\N	producer,writer,editor	tt0805978
nm2270131	Steen Kittl	\N	\N	art_director	tt0376114,tt0207274
nm2270132	Coline Vandenberghe	\N	\N	actress	tt0806112
nm2270133	Patricia del Olmo	1982	\N	actress,music_department	tt1161411,tt0115284,tt0306368,tt0109373
nm2270134	Jose Arribas	\N	\N	miscellaneous	tt0462338,tt0775488,tt1596343,tt1208647
nm2270135	Edward H. Phillips	\N	\N	actor	tt0026445
nm2270136	Bernard Poussin	\N	\N	actor	tt0275822
nm2270138	Franck Passemard	\N	\N	actor	tt0108835,tt0169505
nm2270139	Maureen Schreyer	\N	\N		\N
nm2270140	Simone Neufischer	1974	\N	make_up_department	tt2090883,tt6071084,tt7689310,tt4642192
nm2270141	Kotaro Kameya	\N	\N	miscellaneous,visual_effects	tt0280202,tt10936548,tt0368968,tt0475258
nm2270142	Holly Holmes	\N	\N	actress	tt0120965
