tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt11720000	tvEpisode	Episode dated 6 February 2020	Episode dated 6 February 2020	0	2020	\N	\N	News
tt11720002	tvEpisode	Episode dated 7 February 2020	Episode dated 7 February 2020	0	2020	\N	\N	News
tt11720006	tvEpisode	Angst	Angst	0	2017	\N	\N	War
tt11720010	tvEpisode	Episode dated 3 February 2020	Episode dated 3 February 2020	0	2020	\N	\N	Documentary,News,Talk-Show
tt11720014	tvEpisode	Gute Lebensmittel zu fairen Preisen - Wie schaffen wir die Agrarwende?	Gute Lebensmittel zu fairen Preisen - Wie schaffen wir die Agrarwende?	0	2020	\N	\N	Talk-Show
tt11720016	tvEpisode	The Little Mermaid	The Little Mermaid	0	2004	\N	119	Adventure,Comedy,Drama
tt11720018	tvEpisode	Episode dated 22 October 1961	Episode dated 22 October 1961	0	1961	\N	\N	News,Talk-Show
tt11720020	tvEpisode	In Search of Santa	In Search of Santa	0	1977	\N	\N	Family
tt11720022	tvEpisode	A Moving Story	A Moving Story	0	1977	\N	\N	Family
tt11720024	tvEpisode	A Rare Bird	A Rare Bird	0	1977	\N	\N	Family
tt11720026	tvEpisode	Episode #12.4	Episode #12.4	0	2020	\N	\N	Comedy
tt11720028	tvEpisode	Episode #12.5	Episode #12.5	0	2020	\N	\N	Comedy
tt11720030	tvEpisode	Episode #12.6	Episode #12.6	0	2020	\N	\N	Comedy
tt11720032	tvEpisode	Episode #12.7	Episode #12.7	0	2020	\N	\N	Comedy
tt11720034	tvEpisode	Trump und die Mullahs: Hat die Vernunft noch eine Chance?	Trump und die Mullahs: Hat die Vernunft noch eine Chance?	0	2020	\N	\N	Comedy,News,Talk-Show
tt11720038	tvEpisode	Episode #12.8	Episode #12.8	0	2020	\N	\N	Comedy
tt11720040	tvEpisode	Wer jetzt noch spart, ist selber schuld: Muss uns die Politik vor den Minuszinsen retten?	Wer jetzt noch spart, ist selber schuld: Muss uns die Politik vor den Minuszinsen retten?	0	2020	\N	\N	Comedy,News,Talk-Show
tt11720044	tvEpisode	Hier Bonpflicht, da Krötenschutz - alles geregelt, aber nichts geht mehr?	Hier Bonpflicht, da Krötenschutz - alles geregelt, aber nichts geht mehr?	0	2020	\N	\N	Comedy,News,Talk-Show
tt11720048	tvEpisode	Coronavirus	Coronavirus	0	2020	\N	30	News
tt11720050	tvEpisode	Episode dated 3 February 2020	Episode dated 3 February 2020	0	2020	\N	\N	Documentary
tt11720052	tvEpisode	Ex Lover	Ex Lover	0	2020	\N	23	Drama
tt11720054	tvEpisode	Episode dated 1 February 2020	Episode dated 1 February 2020	0	2020	\N	\N	Talk-Show
tt11720056	tvEpisode	Episode dated 2 February 2020	Episode dated 2 February 2020	0	2020	\N	\N	Talk-Show
tt11720060	tvEpisode	Episode dated 2 February 2020	Episode dated 2 February 2020	0	2020	\N	\N	Talk-Show
