tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0030298	tvMovie	Julius Caesar	Julius Caesar	0	1938	\N	101	Drama,History
tt0035599	tvSeries	Voice of Firestone Televues	Voice of Firestone Televues	0	1943	1947	15	\N
tt0035803	tvSeries	The German Weekly Review	Die Deutsche Wochenschau	0	1940	1945	12	Documentary,News
tt0038276	tvSeries	You Are an Artist	You Are an Artist	0	1946	1955	15	Talk-Show
tt0038309	tvMovie	As You Like It	As You Like It	0	1946	\N	\N	Drama
tt0038738	tvMovie	A Midsummer Night's Dream	A Midsummer Night's Dream	0	1946	\N	150	Drama,Fantasy
tt0039120	tvSeries	Americana	Americana	0	1947	1949	30	Family,Game-Show
tt0039121	tvSeries	Birthday Party	Birthday Party	0	1947	1949	30	Family
tt0039122	tvSeries	The Borden Show	The Borden Show	0	1947	\N	30	Comedy,Music
tt0039123	tvSeries	Kraft Theatre	Kraft Television Theatre	0	1947	1958	60	Drama
tt0039124	tvSeries	Party Line	Party Line	0	1946	\N	30	\N
tt0039125	tvSeries	Public Prosecutor	Public Prosecutor	0	1947	1951	20	Crime,Drama,Mystery
tt0039445	tvMovie	Hamlet Part 1	Hamlet Part 1	0	1947	\N	88	Drama
tt0039618	tvMovie	The Merchant of Venice	The Merchant of Venice	0	1947	\N	90	Drama
tt0039624	tvMovie	A Midsummer Night's Dream	A Midsummer Night's Dream	0	1947	\N	\N	Fantasy
