tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt6050000	tvEpisode	Episode dated 7 September 2016	Episode dated 7 September 2016	0	2016	\N	\N	Talk-Show
tt6050002	tvEpisode	Episode #3.32	Episode #3.32	0	2013	\N	\N	Comedy
tt6050004	tvEpisode	Episode dated 8 September 2016	Episode dated 8 September 2016	0	2016	\N	\N	Talk-Show
tt6050006	tvEpisode	Episode dated 9 September 2016	Episode dated 9 September 2016	0	2016	\N	\N	Talk-Show
tt6050010	tvEpisode	Episode dated 12 September 2016	Episode dated 12 September 2016	0	2016	\N	\N	Talk-Show
tt6050012	tvEpisode	Episode dated 13 September 2016	Episode dated 13 September 2016	0	2016	\N	\N	Talk-Show
tt6050014	tvEpisode	Episode #3.33	Episode #3.33	0	2013	\N	\N	Comedy
tt6050016	tvEpisode	Episode dated 14 September 2016	Episode dated 14 September 2016	0	2016	\N	\N	Talk-Show
tt6050018	tvEpisode	Episode dated 15 September 2016	Episode dated 15 September 2016	0	2016	\N	\N	Talk-Show
tt6050020	tvEpisode	Episode #3.34	Episode #3.34	0	2013	\N	\N	Comedy
tt6050022	tvEpisode	Episode dated 19 September 2016	Episode dated 19 September 2016	0	2016	\N	\N	Talk-Show
tt6050024	tvEpisode	Episode #3.35	Episode #3.35	0	2013	\N	\N	Comedy
tt6050026	tvEpisode	Episode #3.36	Episode #3.36	0	2013	\N	\N	Comedy
tt6050030	tvEpisode	Episode #3.37	Episode #3.37	0	2013	\N	\N	Comedy
tt6050032	tvEpisode	Episode #3.38	Episode #3.38	0	2013	\N	\N	Comedy
tt6050034	tvEpisode	Episode #3.39	Episode #3.39	0	2013	\N	\N	Comedy
tt6050036	tvEpisode	Episode dated 5 September 2016	Episode dated 5 September 2016	0	2016	\N	\N	News,Talk-Show
tt6050038	tvEpisode	Episode #3.40	Episode #3.40	0	2013	\N	\N	Comedy
tt6050040	tvEpisode	Episode #3.41	Episode #3.41	0	2013	\N	\N	Comedy
tt6050042	tvEpisode	Episode #3.42	Episode #3.42	0	2013	\N	\N	Comedy
tt6050046	tvEpisode	Episode #3.43	Episode #3.43	0	2013	\N	\N	Comedy
tt6050048	tvEpisode	Episode #3.44	Episode #3.44	0	2013	\N	\N	Comedy
tt6050052	tvEpisode	Episode #3.45	Episode #3.45	0	2013	\N	\N	Comedy
tt6050054	tvEpisode	Episode dated 6 September 2016	Episode dated 6 September 2016	0	2016	\N	\N	News,Talk-Show
tt6050056	tvEpisode	Episode #3.46	Episode #3.46	0	2013	\N	\N	Comedy
tt6050058	tvEpisode	Episode #3.47	Episode #3.47	0	2013	\N	\N	Comedy
tt6050060	tvEpisode	Episode #3.48	Episode #3.48	0	2013	\N	\N	Comedy
tt6050062	tvEpisode	Episode #3.49	Episode #3.49	0	2013	\N	\N	Comedy
tt6050066	tvEpisode	Episode dated 7 September 2016	Episode dated 7 September 2016	0	2016	\N	\N	News,Talk-Show
tt6050068	tvEpisode	Episode #4.1	Episode #4.1	0	2013	\N	\N	Comedy
tt6050070	tvEpisode	Episode #4.2	Episode #4.2	0	2013	\N	\N	Comedy
tt6050072	tvEpisode	Episode dated 8 September 2016	Episode dated 8 September 2016	0	2016	\N	\N	News,Talk-Show
tt6050074	tvEpisode	Episode #4.3	Episode #4.3	0	2013	\N	\N	Comedy
tt6050076	tvEpisode	Episode #4.4	Episode #4.4	0	2013	\N	\N	Comedy
tt6050080	tvEpisode	Episode #4.5	Episode #4.5	0	2013	\N	\N	Comedy
tt6050082	tvEpisode	Episode dated 9 September 2016	Episode dated 9 September 2016	0	2016	\N	\N	News,Talk-Show
tt6050084	tvEpisode	Episode #4.6	Episode #4.6	0	2013	\N	12	Comedy
